AvgDistance,LowestDistanceThisGen,LowestDistance
4630.65,3028.99,2328.21
4172.43,2978.11,2328.21
4231.87,2679.06,2328.21
4005.74,3090.7,2328.21
3915.44,2739.86,2328.21
3173.81,2639.6,2328.21
3528.45,2639.6,2328.21
3727.65,2957.97,2328.21
4102.36,2984.08,2328.21
3899.1,2816.19,2328.21
3822.32,3321.28,2328.21
4255.45,3321.28,2328.21
4409.69,3556.43,2328.21
4464.67,4104.84,2328.21
4534.27,3255.78,2328.21
4373.7,3357.32,2328.21
3958.73,3335.16,2328.21
3991.94,3276.37,2328.21
4132.75,2269.42,2269.42
3482.86,2535.89,2269.42
3593.09,2576.23,2269.42
3962.24,3170.7,2269.42
3859.61,3170.7,2269.42
4533.76,3154.31,2269.42
4542.66,3510.42,2269.42
4241.08,3065.37,2269.42
4134.56,3065.37,2269.42
4020.22,3221.39,2269.42
4442.52,2868.04,2269.42
3594.51,2535.89,2269.42
4070.11,2576.23,2269.42
3658.39,3156.88,2269.42
3911.88,3147.07,2269.42
4243.49,2889.69,2269.42
4012.87,3232.71,2269.42
4271.26,3351.76,2269.42
4406.31,3587.39,2269.42
4252.82,3494.0,2269.42
4433.14,3308.28,2269.42
3887.35,3472.2,2269.42
4453.18,3472.2,2269.42
4128.85,3472.2,2269.42
4228.61,3334.8,2269.42
4116.13,3300.99,2269.42
4231.54,3234.7,2269.42
3992.46,3163.35,2269.42
4098.88,3212.48,2269.42
4445.46,3290.28,2269.42
4234.54,3462.67,2269.42
4269.14,3462.67,2269.42
3896.13,3462.67,2269.42
4188.36,3361.93,2269.42
4380.13,3898.21,2269.42
4428.42,3757.95,2269.42
4358.62,3880.83,2269.42
4107.7,2972.75,2269.42
4210.29,3456.57,2269.42
4380.8,3395.08,2269.42
4607.21,3349.51,2269.42
4184.69,3370.3,2269.42
4110.55,3270.91,2269.42
4359.93,3270.91,2269.42
4251.79,3455.19,2269.42
4074.66,3450.93,2269.42
4408.44,3450.93,2269.42
4256.19,3450.93,2269.42
4505.17,3977.43,2269.42
4551.1,4010.84,2269.42
4643.09,4054.44,2269.42
4469.48,3728.4,2269.42
4697.32,3124.46,2269.42
4245.48,3678.43,2269.42
4553.13,3944.9,2269.42
4466.35,3633.35,2269.42
4447.43,3874.31,2269.42
4487.43,3905.62,2269.42
4960.21,3751.38,2269.42
4328.24,3720.07,2269.42
4424.24,3475.06,2269.42
4218.97,3293.56,2269.42
4522.11,3224.41,2269.42
4012.52,3224.41,2269.42
4268.98,3262.88,2269.42
4015.9,3169.57,2269.42
4131.49,3208.04,2269.42
4321.52,3383.79,2269.42
4113.36,3422.23,2269.42
4142.18,3254.33,2269.42
4322.65,3221.32,2269.42
4340.11,3286.29,2269.42
3867.24,3083.4,2269.42
4078.45,3123.74,2269.42
4275.96,3078.17,2269.42
4158.36,2713.62,2269.42
4000.26,3061.69,2269.42
3790.32,2795.22,2269.42
4433.34,3723.21,2269.42
4319.0,3602.79,2269.42
4084.0,3119.63,2269.42
4078.01,3258.05,2269.42
4316.86,3609.82,2269.42
4393.58,3536.8,2269.42
4403.62,3756.87,2269.42
4621.39,3318.73,2269.42
4046.02,3381.29,2269.42
4491.49,3530.41,2269.42
4694.62,3431.83,2269.42
4234.11,3504.71,2269.42
4253.97,3504.71,2269.42
4340.95,3657.28,2269.42
4433.96,3559.31,2269.42
4261.67,3121.78,2269.42
4496.18,3586.37,2269.42
4146.67,3326.26,2269.42
4432.21,2945.52,2269.42
4245.21,2945.52,2269.42
4050.0,3144.66,2269.42
4179.4,3525.41,2269.42
4743.99,3897.44,2269.42
